ensembl_gene_id,RPE1_baseline,K562_Ess_baseline,K562_GWPS_baseline,gene_name
ENSG00000052841,0.37537,0.48106924,0.4054504,TTC17
ENSG00000053254,0.0952843,0.23997514,0.22513697,FOXN3
ENSG00000053371,1.249822,0.9079384,0.792497,AKR7A2
ENSG00000053372,1.5815035,3.0503123,1.9129413,MRTO4
ENSG00000053501,0.38281748,0.43417054,0.3206325,USE1
ENSG00000053770,0.17468542,0.35976774,0.26343778,AP5M1
ENSG00000053900,0.18318526,0.37335113,0.2842345,ANAPC4
ENSG00000054116,1.1759953,2.286318,1.6637359,TRAPPC3
ENSG00000054118,2.882172,3.93816,3.505417,THRAP3
ENSG00000054148,3.3206663,3.0895424,2.614911,PHPT1
ENSG00000054267,0.92782825,1.3428849,1.1148959,ARID4B
ENSG00000054277,0.3621034,0.11845783,,OPN3
ENSG00000054282,0.8677822,0.40261155,0.41056734,SDCCAG8
ENSG00000054523,0.7336252,0.4773196,0.37872437,KIF1B
ENSG00000054598,,0.22934927,0.17211616,FOXC1
ENSG00000054611,0.24306083,0.2541606,0.21763977,TBC1D22A
ENSG00000054654,1.3786427,,,SYNE2
ENSG00000054965,0.12850365,,,FAM168A
ENSG00000054967,,0.104029536,,RELT
ENSG00000054983,,0.6236423,0.6350418,GALC
ENSG00000055044,1.1896566,2.596259,1.9662429,NOP58
ENSG00000055070,1.025624,0.9943364,0.68405706,SZRD1
ENSG00000055118,,1.9238706,1.5056574,KCNH2
ENSG00000055130,0.6725805,1.0638361,0.83490527,CUL1
ENSG00000055147,0.2784299,0.20106187,0.16214365,FAM114A2
ENSG00000055163,0.08402011,,,CYFIP2
ENSG00000055208,0.4367823,0.35816452,0.261153,TAB2
ENSG00000055211,0.785678,0.28804505,0.25199285,GINM1
ENSG00000055332,1.4440954,0.73614424,0.58564705,EIF2AK2
ENSG00000055483,0.23788738,0.47496274,0.33938602,USP36
ENSG00000055609,0.5380327,1.3346447,1.0593123,KMT2C
ENSG00000055917,0.33320898,0.56284046,0.42885157,PUM2
ENSG00000055950,2.4732075,0.7323363,0.5700342,MRPL43
ENSG00000056050,0.8507373,0.62036973,0.4950383,HPF1
ENSG00000056097,1.3104365,2.2563841,1.6921432,ZFR
ENSG00000056586,0.39233986,0.33794928,0.2820666,RC3H2
ENSG00000056972,0.14284281,,,TRAF3IP2
ENSG00000057019,9.447133,0.22679172,0.19979005,DCBLD2
ENSG00000057252,0.4901655,0.36995476,0.26707453,SOAT1
ENSG00000057294,0.19172142,,,PKP2
ENSG00000057608,3.4716194,3.5275471,2.845443,GDI2
ENSG00000057663,0.58106005,0.8673408,0.62950885,ATG5
ENSG00000057704,0.09553446,,,TMCC3
ENSG00000057757,0.76255554,1.7292383,1.1141818,PITHD1
ENSG00000057935,0.3443574,0.4678787,0.40046924,MTA3
ENSG00000058056,0.38109055,0.2507832,0.19114262,USP13
ENSG00000058063,0.3541834,1.0089424,0.7426563,ATP11B
ENSG00000058091,0.19509247,,,CDK14
ENSG00000058262,1.1863596,0.83896273,0.560068,SEC61A1
ENSG00000058272,1.8071611,1.3231066,1.1773477,PPP1R12A
ENSG00000058600,0.16650346,0.6453646,0.4728426,POLR3E
ENSG00000058668,1.1007769,,,ATP2B4
ENSG00000058729,0.43677038,0.8532683,0.60213864,RIOK2
ENSG00000058799,0.13700564,0.19628823,0.16417629,YIPF1
ENSG00000058804,0.28567877,0.6810499,0.46948925,NDC1
ENSG00000059122,0.13652574,0.11996068,,FLYWCH1
ENSG00000059145,0.15952334,0.36831298,0.20780279,UNKL
ENSG00000059378,,0.15225768,0.1331817,PARP12
ENSG00000059573,0.60263634,0.26850465,0.1968118,ALDH18A1
ENSG00000059588,0.17466047,0.53348005,0.47143215,TARBP1
ENSG00000059691,0.24535528,0.34211054,0.26748332,GATB
ENSG00000059728,,0.1352045,0.12054864,MXD1
ENSG00000059758,0.50418615,0.22687991,0.19542545,CDK17
ENSG00000059769,0.21894373,0.2746129,0.19365083,DNAJC25
ENSG00000059804,0.1205414,1.3322808,1.0031786,SLC2A3
ENSG00000060069,0.11535909,,,CTDP1
ENSG00000060138,3.2349002,2.9456446,2.2968426,YBX3
ENSG00000060237,1.9526404,0.88680315,0.6530684,WNK1
ENSG00000060339,2.0060384,2.6737363,2.1114995,CCAR1
ENSG00000060491,0.3204118,0.3159559,0.26754335,OGFR
ENSG00000060642,0.10046006,,,PIGV
ENSG00000060688,0.7557274,2.6232638,1.7702885,SNRNP40
ENSG00000060749,0.89950687,1.173374,0.8269686,QSER1
ENSG00000060762,0.39544067,0.9672307,0.6615111,MPC1
ENSG00000060971,0.4738608,0.74149686,0.6785503,ACAA1
ENSG00000060982,1.4647897,2.1799371,2.0337074,BCAT1
ENSG00000061273,0.3866673,0.35376236,0.3204933,HDAC7
ENSG00000061656,0.14932188,,,SPAG4
ENSG00000061676,1.2358078,0.61789006,0.47764596,NCKAP1
ENSG00000061794,1.5727525,1.6275481,1.3361515,MRPS35
ENSG00000061936,0.6093629,1.1152582,0.8521849,SFSWAP
ENSG00000061938,0.11397729,,,TNK2
ENSG00000061987,0.26628515,0.28912455,0.22511497,MON2
ENSG00000062194,0.8199052,1.7229059,1.2674029,GPBP1
ENSG00000062485,0.61089617,1.0547906,0.780498,CS
ENSG00000062582,2.977116,3.9267306,2.8395343,MRPS24
ENSG00000062650,1.3699971,0.9772251,0.72191817,WAPL
ENSG00000062716,2.2673228,1.0658317,0.7560066,VMP1
ENSG00000062725,0.38601354,0.25348553,0.19662118,APPBP2
ENSG00000062822,0.21160248,0.67156446,0.526818,POLD1
ENSG00000063046,4.0081215,5.8543377,5.442863,EIF4B
ENSG00000063176,,0.12715523,,SPHK2
ENSG00000063177,31.595413,45.095657,38.422894,RPL18
ENSG00000063180,,,0.10821829,CA11
ENSG00000063241,0.93346506,2.2784247,1.6810049,ISOC2
ENSG00000063244,0.5697235,0.90054286,0.64162433,U2AF2
ENSG00000063245,1.0072157,0.97775644,0.7853445,EPN1
ENSG00000063322,0.4028967,0.30143496,0.24470493,MED29
ENSG00000063601,0.1890096,,,MTMR1
ENSG00000063660,0.38357404,,,GPC1
ENSG00000063854,0.75041443,0.35640743,0.36074543,HAGH
ENSG00000063978,0.48197702,0.38893014,0.28434682,RNF4
ENSG00000064012,,0.25339863,0.21867101,CASP8
ENSG00000064042,1.9142157,,,LIMCH1
ENSG00000064102,0.7459041,0.73484546,0.54264647,INTS13
ENSG00000064115,1.1028504,0.32831392,0.27789086,TM7SF3
ENSG00000064199,0.4166933,0.1759199,0.15946193,SPA17
ENSG00000064201,,0.09497789,0.11156864,TSPAN32
ENSG00000064225,0.32520053,,,ST3GAL6
ENSG00000064313,0.30014938,0.47168162,0.34519568,TAF2
ENSG00000064393,1.3066199,0.9179977,0.5932914,HIPK2
ENSG00000064419,0.50035316,1.223693,0.835966,TNPO3
ENSG00000064490,0.5399248,1.0388635,0.828697,RFXANK
ENSG00000064545,0.22174065,0.51904863,0.44133353,TMEM161A
ENSG00000064601,1.0568948,0.45508432,0.36197594,CTSA
ENSG00000064607,0.5578302,1.1132822,0.92337346,SUGP2
ENSG00000064651,0.2641124,0.34973612,0.23602407,SLC12A2
ENSG00000064652,0.35827023,0.11127051,,SNX24
ENSG00000064666,1.7859893,0.48193833,0.5293972,CNN2
ENSG00000064687,,0.13253047,0.11605357,ABCA7
ENSG00000064703,0.24026123,0.4465719,0.34389398,DDX20
ENSG00000064726,0.45119658,0.6664651,0.5294353,BTBD1
ENSG00000064763,0.20280455,0.2030959,0.16326898,FAR2
ENSG00000064886,,1.5247188,1.1335704,CHI3L2
ENSG00000064932,,0.15679882,0.13491717,SBNO2
ENSG00000064933,0.3224764,0.5149044,0.38218015,PMS1
ENSG00000064961,0.8286392,0.4665776,0.51423943,HMG20B
ENSG00000064995,0.41402727,1.7331841,1.2373782,TAF11
ENSG00000064999,0.115756035,0.28345865,0.21615633,ANKS1A
ENSG00000065000,1.1456184,1.2792938,0.95548636,AP3D1
ENSG00000065029,,0.117238164,0.112055145,ZNF76
ENSG00000065054,1.1847775,0.23036985,0.2530684,SLC9A3R2
ENSG00000065057,0.5701353,0.92410946,0.6427886,NTHL1
ENSG00000065060,0.121000804,0.4674075,0.45222163,UHRF1BP1
ENSG00000065135,1.5935578,1.5695697,1.2025013,GNAI3
ENSG00000065150,2.3475497,4.630371,3.2387087,IPO5
ENSG00000065154,1.4662625,0.73471636,0.5808383,OAT
ENSG00000065183,0.44938374,0.88416815,0.6534921,WDR3
ENSG00000065243,0.9023842,0.48107865,0.42618743,PKN2
ENSG00000065268,0.7570752,1.6372494,1.3705881,WDR18
ENSG00000065308,1.3666604,0.27383655,0.22253254,TRAM2
ENSG00000065328,0.43160316,1.0268958,0.7111802,MCM10
ENSG00000065357,0.21830806,,,DGKA
ENSG00000065413,0.109909765,,,ANKRD44
ENSG00000065427,0.9524004,1.6236358,1.2083513,KARS
ENSG00000065457,0.24179459,0.21959274,0.17086218,ADAT1
ENSG00000065491,,0.13102104,0.10792902,TBC1D22B
ENSG00000065518,2.555801,2.447712,2.0543087,NDUFB4
ENSG00000065526,0.9353646,1.8934599,1.3770329,SPEN
ENSG00000065534,1.9412092,,,MYLK
ENSG00000065548,2.4540932,3.51526,2.5537457,ZC3H15
ENSG00000065559,0.31933504,0.24287772,0.17688173,MAP2K4
ENSG00000065600,0.11652878,0.19145013,0.16348438,PACC1
ENSG00000065613,1.6035105,0.7800869,0.7022147,SLK
ENSG00000065615,0.15815325,0.4226969,0.33481598,CYB5R4
ENSG00000065675,,0.19329302,0.1717594,PRKCQ
ENSG00000065802,0.47582892,0.33468306,0.23253356,ASB1
ENSG00000065809,0.68426925,,,FAM107B
ENSG00000065833,0.34300384,0.2804551,0.15424791,ME1
ENSG00000065882,0.78877366,0.31281298,0.2804297,TBC1D1
ENSG00000065883,0.6943437,0.7670915,0.5910456,CDK13
ENSG00000065911,0.90019065,2.1419015,2.1306257,MTHFD2
ENSG00000065923,0.26430604,,,SLC9A7
ENSG00000065970,0.17194605,,,FOXJ2
ENSG00000065978,22.78219,60.38904,42.25815,YBX1
ENSG00000065989,,0.3335913,0.24690813,PDE4A
ENSG00000066027,0.19556189,0.5843062,0.46481082,PPP2R5A
ENSG00000066044,1.0808471,1.6750073,1.2132899,ELAVL1
ENSG00000066084,0.19044675,0.3283142,0.25429347,DIP2B
ENSG00000066117,0.57671326,1.0517913,0.78246397,SMARCD1
ENSG00000066135,0.19514017,0.2430113,0.2567939,KDM4A
ENSG00000066136,0.3723084,0.8402376,0.65287846,NFYC
ENSG00000066279,3.4702384,2.4817526,2.0600445,ASPM
ENSG00000066322,1.2254001,0.5782929,0.44984508,ELOVL1
ENSG00000066336,,0.35651475,0.39057067,SPI1
ENSG00000066379,0.29939047,1.6595716,1.2503167,ZNRD1
ENSG00000066422,0.20965454,0.85935974,0.5877755,ZBTB11
ENSG00000066427,0.21931967,0.1568062,0.15258458,ATXN3
ENSG00000066455,0.41474834,0.14655447,0.13408796,GOLGA5
ENSG00000066557,0.25693268,0.3679992,0.27893448,LRRC40
ENSG00000066583,0.14044334,0.84311724,0.5805411,ISOC1
ENSG00000066629,0.22754885,,,EML1
ENSG00000066651,0.36645696,0.55717283,0.42557293,TRMT11
ENSG00000066654,0.6016821,1.5544922,1.1267345,THUMPD1
ENSG00000066697,1.5027145,0.347285,0.27104947,MSANTD3
ENSG00000066739,0.18150218,,,ATG2B
ENSG00000066777,0.6111204,0.5983378,0.5155457,ARFGEF1
ENSG00000066855,0.27254567,0.34452194,0.29546234,MTFR1
ENSG00000066926,0.15970176,0.15894994,0.12996405,FECH
ENSG00000066933,0.360818,0.3077211,0.24195218,MYO9A
ENSG00000067057,2.6434252,0.32926783,0.33024132,PFKP
ENSG00000067064,0.3152517,1.4309747,1.0845411,IDI1
ENSG00000067066,1.6495053,0.2063368,0.22539686,SP100
ENSG00000067082,1.0259627,0.30368662,0.23628023,KLF6
ENSG00000067113,0.12839054,,,PLPP1
ENSG00000067167,1.7023546,0.8065582,0.6514782,TRAM1
ENSG00000067182,2.136962,0.3535557,0.3017919,TNFRSF1A
ENSG00000067208,1.0127479,0.44324976,0.34732485,EVI5
ENSG00000067225,20.003115,5.375192,4.4780297,PKM
ENSG00000067248,1.3026583,1.296341,1.0013235,DHX29
ENSG00000067334,1.3125294,1.5257943,1.191215,DNTTIP2
ENSG00000067365,0.20994535,0.20408407,0.15143095,METTL22
ENSG00000067369,0.65071803,0.3378153,0.2796951,TP53BP1
ENSG00000067533,0.55175084,1.2248405,0.81076264,RRP15
ENSG00000067560,5.4514127,4.4755335,3.4810014,RHOA
ENSG00000067596,0.27243197,0.31627473,0.27558306,DHX8
ENSG00000067704,1.1403098,1.7395443,1.2991177,IARS2
ENSG00000067715,0.67381406,,,SYT1
ENSG00000067798,0.3734333,,,NAV3
ENSG00000067829,0.77365565,0.42357737,0.3808,IDH3G
ENSG00000067836,0.20873827,0.12893377,0.13927239,ROGDI
ENSG00000067900,1.6502495,0.9420468,0.8058251,ROCK1
ENSG00000067955,0.39219958,0.65652674,0.47510487,CBFB
ENSG00000068001,0.53994334,0.45046422,0.37320584,HYAL2
ENSG00000068028,0.1853713,0.42748696,0.3658187,RASSF1
ENSG00000068079,0.1627775,0.14578205,0.14198294,IFI35
ENSG00000068097,0.15864322,0.15756737,0.13623075,HEATR6
ENSG00000068120,0.39801434,0.56879497,0.5015713,COASY
ENSG00000068137,0.11808586,0.16289853,0.16082256,PLEKHH3
ENSG00000068305,0.6826717,0.34088033,0.30232376,MEF2A
ENSG00000068308,0.38082224,0.4147879,0.33897325,OTUD5
ENSG00000068323,0.24480763,,,TFE3
ENSG00000068366,1.2150246,0.2877979,0.26541385,ACSL4
ENSG00000068383,0.19753622,,,INPP5A
ENSG00000068394,0.18777789,0.15266441,0.1338658,GPKOW
ENSG00000068400,0.26859432,0.26482624,0.22098449,GRIPAP1
ENSG00000068438,0.46723336,0.18157586,0.12646574,FTSJ1
ENSG00000068489,1.0338411,0.5283309,0.4237393,PRR11
ENSG00000068650,0.1134774,0.5738083,0.47572982,ATP11A
ENSG00000068654,0.2385858,0.5856429,0.42153805,POLR1A
ENSG00000068697,2.5704043,0.6355381,0.5374536,LAPTM4A
ENSG00000068724,0.12085645,,,TTC7A
ENSG00000068745,0.54441714,0.6164981,0.5319927,IP6K2
ENSG00000068784,0.27489126,0.29009983,0.25310746,SRBD1
ENSG00000068796,1.1373273,3.0038285,2.5230095,KIF2A
ENSG00000068831,,0.123821154,0.13181862,RASGRP2
ENSG00000068878,0.76157606,1.2729933,0.8733575,PSME4
ENSG00000068885,0.23027581,0.14791608,0.13046491,IFT80
ENSG00000068903,0.21262458,0.22312371,0.19768012,SIRT2
ENSG00000068912,1.1377541,0.45130688,0.40044802,ERLEC1
ENSG00000069011,,3.1536393,2.428726,PITX1
ENSG00000069020,0.35526946,0.12666725,0.12800406,MAST4
ENSG00000069248,0.2960332,0.8228631,0.6062331,NUP133
ENSG00000069275,5.525242,7.2529244,5.932858,NUCKS1
ENSG00000069329,1.8972846,2.262679,1.7660993,VPS35
ENSG00000069345,1.3845619,2.2550156,1.7101969,DNAJA2
ENSG00000069482,,3.3684611,2.2896059,GAL
ENSG00000069509,0.3017266,0.7013246,0.5012297,FUNDC1
ENSG00000069702,,0.18773487,0.123709485,TGFBR3
ENSG00000069849,2.4800997,3.8627393,2.6796076,ATP1B3
ENSG00000069869,0.4322088,0.11227205,,NEDD4
ENSG00000069956,0.5848021,0.64467984,0.42320824,MAPK6
ENSG00000069966,0.3360518,,,GNB5
ENSG00000069974,0.4769308,0.74532163,0.63438797,RAB27A
ENSG00000069998,0.40891933,0.19277361,0.14272586,HDHD5
ENSG00000070010,1.7387917,5.887818,4.154205,UFD1
ENSG00000070018,0.4462798,0.3223506,0.2346783,LRP6
ENSG00000070047,0.37542358,0.32574603,0.21189748,PHRF1
ENSG00000070061,0.2320608,0.37401137,0.24178717,ELP1
ENSG00000070081,1.3022068,0.38018999,0.34714913,NUCB2
ENSG00000070087,2.287765,,,PFN2
ENSG00000070214,0.37196678,,,SLC44A1
ENSG00000070366,0.319754,0.24164368,0.19119188,SMG6
ENSG00000070367,0.8194308,0.56153625,0.4160166,EXOC5
ENSG00000070404,0.5822639,0.120534934,,FSTL3
ENSG00000070413,0.11855916,0.45295694,0.37999818,DGCR2
ENSG00000070423,0.7167747,1.6488079,1.3726461,RNF126
ENSG00000070444,0.1403026,0.17864902,0.15957221,MNT
ENSG00000070476,0.11338567,0.17867768,0.15096876,ZXDC
ENSG00000070495,0.27324736,0.42884326,0.25964215,JMJD6
ENSG00000070501,0.2598656,0.22022583,0.16944541,POLB
ENSG00000070526,,0.97152084,1.0687065,ST6GALNAC1
ENSG00000070540,0.21801099,,,WIPI1
ENSG00000070610,0.13457711,0.16442642,0.13104291,GBA2
ENSG00000070614,0.3727847,0.29126385,0.17655319,NDST1
ENSG00000070718,0.31616825,0.26403776,0.19101574,AP3M2
ENSG00000070756,10.063827,13.034823,11.504596,PABPC1
ENSG00000070761,0.45006996,0.73201764,0.5594053,CFAP20
ENSG00000070770,0.73356795,2.1612246,1.692564,CSNK2A2
ENSG00000070778,0.11798804,,,PTPN21
ENSG00000070785,0.3922391,1.5862073,1.0959803,EIF2B3
ENSG00000070814,0.6340216,1.6189104,1.1356654,TCOF1
ENSG00000070831,4.026861,3.0905685,2.5368862,CDC42
ENSG00000070882,0.3050151,0.20941737,0.16108452,OSBPL3
ENSG00000070950,0.5850225,0.68139595,0.5158004,RAD18
ENSG00000070961,1.1053125,1.3390423,0.9722577,ATP2B1
ENSG00000071051,0.14644289,,,NCK2
ENSG00000071054,2.416909,1.4058459,1.0843703,MAP4K4
ENSG00000071082,6.862566,5.719764,5.442634,RPL31
ENSG00000071127,2.8285892,0.8499153,0.6255981,WDR1
ENSG00000071189,0.31551537,0.2582373,0.21758686,SNX13
ENSG00000071205,0.4838502,,,ARHGAP10
ENSG00000071242,0.80848306,,,RPS6KA2
ENSG00000071243,0.1899284,0.611065,0.43348035,ING3
ENSG00000071462,1.2499563,1.4690835,1.1104132,BUD23
ENSG00000071537,0.71104854,0.26139402,0.2295462,SEL1L
ENSG00000071539,0.39286947,0.5186089,0.3742306,TRIP13
ENSG00000071553,0.56566083,0.4139155,0.3673099,ATP6AP1
ENSG00000071564,0.43469012,1.22145,0.89320666,TCF3
ENSG00000071575,,0.8985155,0.6454319,TRIB2
ENSG00000071626,1.0458409,2.4124923,1.8239977,DAZAP1
ENSG00000071655,0.609583,0.86706704,0.6572776,MBD3
ENSG00000071794,0.9766465,1.6176199,1.4171638,HLTF
ENSG00000071859,1.448489,0.56387365,0.45416787,FAM50A
ENSG00000071889,0.31842718,0.19830897,0.1817739,FAM3A
ENSG00000071894,0.16091487,0.36299914,0.31732723,CPSF1
ENSG00000071967,0.42856786,0.13070253,0.12278942,CYBRD1
ENSG00000071994,1.3327761,2.0604613,1.6102492,PDCD2
ENSG00000072041,0.15496154,,,SLC6A15
ENSG00000072042,0.7527823,0.44466177,0.42054713,RDH11
ENSG00000072062,0.3801733,0.25717804,0.20681506,PRKACA
ENSG00000072071,,0.25106555,0.20303789,ADGRL1
ENSG00000072110,4.7259326,0.6538033,0.49951935,ACTN1
ENSG00000072134,0.30098602,0.18073232,0.16233118,EPN2
ENSG00000072135,,0.22168885,0.20674734,PTPN18
ENSG00000072182,,0.44207457,0.34912685,ASIC4
ENSG00000072195,0.1306075,,,SPEG
ENSG00000072210,0.40127727,,,ALDH3A2
ENSG00000072274,1.0773845,4.992386,3.9032247,TFRC
ENSG00000072310,0.14348023,0.30472466,0.31200337,SREBF1
ENSG00000072364,1.2776822,0.545906,0.4166407,AFF4
ENSG00000072401,0.25846747,0.29313898,0.22729735,UBE2D1
ENSG00000072415,0.39455906,0.20988415,0.16704625,MPP5
ENSG00000072501,1.5024426,2.7852643,2.1239305,SMC1A
ENSG00000072506,1.0110983,2.2145097,1.5807327,HSD17B10
ENSG00000072518,0.31984627,0.6263666,0.47892648,MARK2
ENSG00000072571,1.5916764,1.4798129,1.2563162,HMMR
ENSG00000072609,0.12193417,0.3426329,0.2831119,CHFR
ENSG00000072657,0.3266946,,,TRHDE
ENSG00000072682,0.8640043,,,P4HA2
ENSG00000072736,0.09997482,0.46229404,0.3224223,NFATC3
ENSG00000072756,0.30656013,0.9122374,0.6554112,TRNT1
ENSG00000072778,1.483618,0.6555458,0.6246857,ACADVL
ENSG00000072786,0.1333119,0.101616,,STK10
ENSG00000072803,0.45638296,0.23115672,0.18833138,FBXW11
ENSG00000072840,0.3902511,,,EVC
ENSG00000072849,0.9164176,0.42974132,0.28756252,DERL2
ENSG00000072864,0.25494486,0.17295477,0.14534575,NDE1
ENSG00000072958,0.55202955,0.2958228,0.23981868,AP1M1
ENSG00000073008,0.7437453,,,PVR
ENSG00000073050,0.32015345,0.36058113,0.30436805,XRCC1
ENSG00000073060,0.16270228,0.51850694,0.46850175,SCARB1
ENSG00000073111,0.31490913,0.95652485,0.7116657,MCM2
ENSG00000073169,0.19008128,0.21031578,0.18660915,SELENOO
ENSG00000073417,0.2003009,0.18228659,0.14681667,PDE8A
ENSG00000073536,0.16008872,0.39527673,0.3095176,NLE1
ENSG00000073578,0.84148645,1.3376784,1.1157142,SDHA
ENSG00000073584,2.007981,2.1662767,1.7148442,SMARCE1
ENSG00000073614,1.5531597,0.7487937,0.6024777,KDM5A
ENSG00000073711,0.31357569,,,PPP2R3A
ENSG00000073712,1.0876205,0.20126401,0.2098343,FERMT2
ENSG00000073792,0.79766023,0.8233535,0.63784176,IGF2BP2
ENSG00000073803,0.55690134,,,MAP3K13
ENSG00000073849,,0.2142317,0.22715564,ST6GAL1
ENSG00000073921,1.3388851,2.049947,1.5418075,PICALM
ENSG00000073969,0.42655712,0.4959789,0.38836747,NSF
ENSG00000074054,0.21500978,0.29070586,0.23678602,CLASP1
ENSG00000074071,3.2000856,5.632718,3.8346379,MRPS34
ENSG00000074201,1.2867504,2.6417737,2.160289,CLNS1A
ENSG00000074219,0.21779059,,,TEAD2
ENSG00000074266,0.23357974,0.86342955,0.546626,EED
ENSG00000074319,0.76681924,0.49194023,0.45205113,TSG101
ENSG00000074356,0.64986634,0.50248563,0.37854782,NCBP3
ENSG00000074370,,0.17561795,0.25807786,ATP2A3
ENSG00000074416,0.64799035,,,MGLL
ENSG00000074527,0.54484093,,,NTN4
ENSG00000074582,0.2666345,0.50226045,0.31256488,BCS1L
ENSG00000074590,0.13142318,,,NUAK1
ENSG00000074603,0.52666587,0.5236538,0.4422077,DPP8
ENSG00000074657,0.17060483,,,ZNF532
ENSG00000074695,2.9611592,0.9880943,0.77579063,LMAN1
ENSG00000074696,1.6361078,2.1064222,1.6269882,HACD3
ENSG00000074755,0.16938438,0.17955485,0.12520523,ZZEF1
ENSG00000074800,25.869608,18.345251,15.149189,ENO1
ENSG00000074842,4.600376,1.9592831,1.4857856,MYDGF
ENSG00000074935,0.10894763,0.26088178,0.22094859,TUBE1
ENSG00000075089,0.33743772,0.50721675,0.38388765,ACTR6
ENSG00000075131,0.37570387,0.7112078,0.47401112,TIPIN
ENSG00000075142,2.7488103,1.2562575,1.0129563,SRI
ENSG00000075151,1.1190283,0.8497803,0.69833094,EIF4G3
ENSG00000075188,0.6028579,1.0396932,0.75769734,NUP37
ENSG00000075213,0.51053923,,,SEMA3A
ENSG00000075218,1.0226635,0.78817934,0.60468775,GTSE1
ENSG00000075223,0.8017216,,,SEMA3C
ENSG00000075234,,0.11875952,,TTC38
ENSG00000075239,0.88605815,1.1701013,1.0052221,ACAT1
ENSG00000075292,1.206002,1.6302508,1.3364189,ZNF638
ENSG00000075303,,0.12900908,,SLC25A40
ENSG00000075336,0.23926495,0.1187476,,TIMM21
ENSG00000075391,0.68869895,,,RASAL2
ENSG00000075407,0.5494486,0.6732773,0.5291031,ZNF37A
ENSG00000075413,0.75823116,0.7353416,0.57705677,MARK3
ENSG00000075415,9.816338,11.071811,9.313722,SLC25A3
ENSG00000075420,1.4218651,0.113891095,0.102070875,FNDC3B
ENSG00000075426,0.45880574,,,FOSL2
ENSG00000075539,0.6447988,0.49464583,0.3872592,FRYL
ENSG00000075568,0.7682439,0.49004966,0.39563242,TMEM131
ENSG00000075618,1.3097717,1.9498556,1.5643239,FSCN1
ENSG00000075624,53.140644,31.607828,23.168283,ACTB
ENSG00000075702,0.141999,0.28026184,0.17229404,WDR62
ENSG00000075711,4.279378,0.57977706,0.4744487,DLG1
ENSG00000075785,1.8978533,1.8800493,1.412944,RAB7A
ENSG00000075790,1.4167422,1.1274328,0.86636937,BCAP29
ENSG00000075856,0.37241003,0.87476504,0.65732324,SART3
ENSG00000075914,0.5940669,1.9221078,1.4320298,EXOSC7
ENSG00000075945,0.18895456,0.45221135,0.4236185,KIFAP3
ENSG00000075975,0.30814576,0.4493467,0.3368268,MKRN2
ENSG00000076003,0.657999,1.6677173,1.263011,MCM6
ENSG00000076043,2.969107,1.8822665,1.2963428,REXO2
ENSG00000076053,0.31621212,0.47065154,0.32159215,RBM7
ENSG00000076067,0.26748088,,,RBMS2
ENSG00000076108,0.38371184,0.9672197,0.7723361,BAZ2A
ENSG00000076201,0.20030117,0.2409331,0.19710301,PTPN23
ENSG00000076242,0.346704,0.55390805,0.4681327,MLH1
ENSG00000076248,0.2722051,0.69007677,0.5070785,UNG
ENSG00000076321,0.14646651,0.19752964,0.15731125,KLHL20
ENSG00000076356,0.11937481,,,PLXNA2
ENSG00000076382,0.3646667,0.40185294,0.30683118,SPAG5
ENSG00000076513,0.5847662,0.35760424,0.29566258,ANKRD13A
ENSG00000076604,0.29143476,0.5555521,0.42181417,TRAF4
ENSG00000076650,0.12600997,0.2338226,0.17600302,GPATCH1
ENSG00000076662,0.22200441,0.28270683,0.22863717,ICAM3
ENSG00000076685,0.38906845,0.16424772,0.12843286,NT5C2
ENSG00000076706,,0.27618307,0.21940328,MCAM
ENSG00000076924,0.18236168,0.2945821,0.22936386,XAB2
ENSG00000076928,0.4157106,0.5889929,0.50367665,ARHGEF1
ENSG00000076944,,0.33890337,0.34925452,STXBP2
ENSG00000076984,0.3549002,0.64716405,0.49187878,MAP2K7
ENSG00000077044,0.15587945,0.3085719,0.2520992,DGKD
ENSG00000077092,0.5492425,,,RARB
ENSG00000077097,1.4295945,2.947218,2.4910762,TOP2B
ENSG00000077147,3.3619256,1.4177324,1.0935029,TM9SF3
ENSG00000077150,0.12992471,,,NFKB2
ENSG00000077152,1.587413,1.631338,1.2898709,UBE2T
ENSG00000077157,,0.23033111,0.17502917,PPP1R12B
ENSG00000077232,1.3964595,0.7898511,0.5779973,DNAJC10
ENSG00000077235,0.61003274,0.6345912,0.4939726,GTF3C1
ENSG00000077238,0.10502196,,,IL4R
ENSG00000077254,0.6738853,0.80358195,0.68930745,USP33
ENSG00000077312,1.0753489,1.7707175,1.5272044,SNRPA
ENSG00000077348,0.34115323,0.8689959,0.69850004,EXOSC5
ENSG00000077380,1.6231546,0.9657423,0.76904905,DYNC1I2
ENSG00000077420,0.13966608,,,APBB1IP
ENSG00000077454,0.10414577,0.12842527,0.11561336,LRCH4
ENSG00000077458,0.16535588,0.29863355,0.26658764,FAM76B
ENSG00000077463,0.17878537,0.19070612,0.15029053,SIRT6
ENSG00000077514,0.527028,0.4787935,0.3728349,POLD3
ENSG00000077549,2.7835615,1.7988074,1.4572604,CAPZB
